Subject Area Name,Entity Group,Entity Name,Attribute Id,Display Name,Level1 Folder,Level2 Folder,Level3 Folder
Company Department,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
Company Department,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
Company Department,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
Company Department,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
Company Department,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
Company Department,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
Company Department,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601010,Client Type,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601003,Company Address1,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601004,Company Address2,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601005,Company Address3,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601006,Company Address4,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
Company Paygroup,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601010,Client Type,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601003,Company Address1,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601004,Company Address2,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601005,Company Address3,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601006,Company Address4,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
Emergency Contact,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
Employee,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
Employee,Company,D_COMPANY,2601010,Client Type,Company,%null%,%null%
Employee,Company,D_COMPANY,2601003,Company Address1,Company,%null%,%null%
Employee,Company,D_COMPANY,2601004,Company Address2,Company,%null%,%null%
Employee,Company,D_COMPANY,2601005,Company Address3,Company,%null%,%null%
Employee,Company,D_COMPANY,2601006,Company Address4,Company,%null%,%null%
Employee,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
Employee,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
Employee,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
Employee,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
Employee,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
Employee,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
Employee,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
Employee,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
Employee,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
Employee,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
Employee,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
Employee,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
Employee,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
Employee,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
Employee,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
Employee,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
Employee,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
Employee,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
Employee,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
Employee,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
Employee,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
Employee,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
Employee,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
Employee,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
Employee,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
Employee,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
Employee,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
Employee,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
Employee,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
Employee,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
Employee,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
Employee,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
Employee,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
Employee,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601010,Client Type,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601003,Company Address1,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601004,Company Address2,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601005,Company Address3,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601006,Company Address4,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
Employee Address,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
Employee Address,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
Employee Address,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
Employee Address,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
Employee Address,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
Employee Address,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601010,Client Type,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601003,Company Address1,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601004,Company Address2,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601005,Company Address3,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601006,Company Address4,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
Employee Audit,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601010,Client Type,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601003,Company Address1,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601004,Company Address2,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601005,Company Address3,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601006,Company Address4,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
General Deduction,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
General Deduction,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
General Deduction,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
General Deduction,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
General Deduction,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
General Deduction,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601010,Client Type,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601003,Company Address1,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601004,Company Address2,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601005,Company Address3,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601006,Company Address4,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
General Ledger,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
General Ledger,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
General Ledger,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
General Ledger,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
General Ledger,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
General Ledger,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601010,Client Type,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601003,Company Address1,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601004,Company Address2,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601005,Company Address3,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601006,Company Address4,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601007,Company City,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601011,Company Code,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,3329433,Company Code + Name,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601018,Company Country,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601019,Company County,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601012,Company Legal Name,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601013,Company Live Date,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601014,Company Name,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601015,Company Plan Date,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601041,Company Postal,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601016,Company Setup Date,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601051,Company State,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601017,Company Term Date,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601020,Distribution Center,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601025,Effective End Date,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601026,Effective Start Date,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601027,Effective Status,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601028,Federal EIN,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601031,HR Manager Name,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601032,Legal Type,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601035,NAICS,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601037,PF Client,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601038,PF Client EIN,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601039,PF Corp,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601040,PF Div,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601036,Pay Group,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601049,Sales Representative Name,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601054,T2 Peo ID,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601055,Termination Reason Code,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,2601056,Termination Type,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,3329410,Trinet Address 1,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,3329411,Trinet Address 2,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,3329412,Trinet Address 3,Company,%null%,%null%
Leave Accrual,Company,D_COMPANY,3329413,Trinet Address 4,Company,%null%,%null%
Payroll,Company,D_COMPANY,2601002,Account Manager Name,Company,%null%,%null%
